TRANSACTIONID,ACCOUNTFROM,ACCOUNTTO,BANKIDFROM,BANKIDTO,TRANSACTIONAMOUNT,EXCHANGERATE,TRANSACTIONDATE,TRANSACTIONTYPE,INTERIMBALANCE,ACCOUNTTO_INTERIMBALANCE,CURRENCY,QUOTECURRENCY,PAYMENTMODE,OVERRIDEFLAG,NARRATIVE
415761,5008,5032,29,29,1.23,1.0,2024-10-07 00:37:09,301,9796.04,20203.71,SGD,SGD,Cash,False,lab4
415762,5008,0,29,0,0.05,1.0,2024-10-07 00:37:09,153,9796.04,20203.71,SGD,SGD,Cash,True,lab4
415763,4987,4993,29,29,10.0,1.0,2024-10-07 16:08:53,301,9992.1,10007.45,SGD,SGD,Cash,False,transfer
415764,4987,0,29,0,0.05,1.0,2024-10-07 16:08:53,153,9992.1,10007.45,SGD,SGD,Cash,True,transfer
415765,4987,4993,29,29,10.0,1.0,2024-10-07 16:08:55,301,9982.05,10017.45,SGD,SGD,Cash,False,transfer
415766,4987,0,29,0,0.05,1.0,2024-10-07 16:08:55,153,9982.05,10017.45,SGD,SGD,Cash,True,transfer
415767,4987,4993,29,29,5.0,1.0,2024-10-07 16:12:54,301,9977.0,10022.45,SGD,SGD,Cash,False,transfer
415768,4987,0,29,0,0.05,1.0,2024-10-07 16:12:54,153,9977.0,10022.45,SGD,SGD,Cash,True,transfer
415769,4953,4954,29,29,5.0,1.0,2024-10-07 20:28:02,301,10014.68,9984.67,SGD,SGD,Cash,False,test2
415770,4953,0,29,0,0.05,1.0,2024-10-07 20:28:02,153,10014.68,9984.67,SGD,SGD,Cash,True,test2
415771,4953,4954,29,29,5.0,1.0,2024-10-07 20:28:03,301,10009.63,9989.67,SGD,SGD,Cash,False,test2
415772,4953,0,29,0,0.05,1.0,2024-10-07 20:28:03,153,10009.63,9989.67,SGD,SGD,Cash,True,test2
415773,4987,4993,29,29,10.0,1.0,2024-10-07 21:20:36,301,9966.95,10032.45,SGD,SGD,Cash,False,11
415774,4987,0,29,0,0.05,1.0,2024-10-07 21:20:36,153,9966.95,10032.45,SGD,SGD,Cash,True,11
415775,4987,4993,29,29,4500.0,1.0,2024-10-07 21:34:10,301,5466.9,14532.45,SGD,SGD,Cash,False,transfer
415793,4958,0,29,0,0.05,1.0,2024-10-09 17:17:16,153,10002.26,9997.24,SGD,SGD,Cash,True,hi
415794,4940,4919,29,29,1.23,1.0,2024-10-09 20:20:33,301,9999.8,9999.8,SGD,SGD,Cash,False,testing
415795,4940,0,29,0,0.05,1.0,2024-10-09 20:20:33,153,9999.8,9999.8,SGD,SGD,Cash,True,testing
415796,4940,4919,29,29,1.23,1.0,2024-10-09 21:44:02,301,9998.52,10001.03,SGD,SGD,Cash,False,testing
415797,4940,0,29,0,0.05,1.0,2024-10-09 21:44:02,153,9998.52,10001.03,SGD,SGD,Cash,True,testing
415798,4940,4919,29,29,100.0,1.0,2024-10-09 22:17:06,301,9898.47,10101.03,SGD,SGD,Cash,False,Do my lab for me please
415799,4940,0,29,0,0.05,1.0,2024-10-09 22:17:06,153,9898.47,10101.03,SGD,SGD,Cash,True,Do my lab for me please
415800,4987,4993,29,29,1.0,1.0,2024-10-10 12:14:43,301,465.8,19533.45,SGD,SGD,Cash,False,abc
415801,4987,0,29,0,0.05,1.0,2024-10-10 12:14:43,153,465.8,19533.45,SGD,SGD,Cash,True,abc
415802,4993,4987,29,29,123.0,1.0,2024-10-10 12:24:38,301,19410.4,588.8,SGD,SGD,Cash,False,food
415803,4993,0,29,0,0.05,1.0,2024-10-10 12:24:38,153,19410.4,588.8,SGD,SGD,Cash,True,food
415804,5047,5074,29,29,3000.0,1.0,2024-10-10 15:02:09,401,92027.4,7000.0,SGD,SGD,Mobile Banking,False,Partial loan repayment
415805,5047,5012,29,29,1000.0,1.0,2024-10-10 15:04:32,301,91026.85,2100.0,SGD,SGD,Cash,False,Payment Transfer to Friend
415806,5047,0,29,0,0.55,1.0,2024-10-10 15:04:32,153,91026.85,2100.0,SGD,SGD,Cash,True,Payment Transfer to Friend
415807,5047,5012,29,29,1000.0,1.0,2024-10-10 15:04:34,301,90026.3,3100.0,SGD,SGD,Cash,False,Payment Transfer to Friend
415808,5047,0,29,0,0.55,1.0,2024-10-10 15:04:34,153,90026.3,3100.0,SGD,SGD,Cash,True,Payment Transfer to Friend
415809,5047,5012,29,29,1000.0,1.0,2024-10-10 15:04:34,301,89025.75,4100.0,SGD,SGD,Cash,False,Payment Transfer to Friend
415810,5047,0,29,0,0.55,1.0,2024-10-10 15:04:34,153,89025.75,4100.0,SGD,SGD,Cash,True,Payment Transfer to Friend
415811,5047,5075,29,29,3000.0,1.0,2024-10-10 15:15:49,401,86025.75,7000.0,SGD,SGD,Mobile Banking,False,Partial loan repayment
415828,5047,5049,29,33,0.25,1.0,2024-10-10 17:27:49,301,78173.63,1000.0,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 55
415829,5047,0,29,0,0.55,1.0,2024-10-10 17:27:49,153,78173.63,1000.0,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 55
415830,0,5049,0,33,0.3,1.0,2024-10-10 17:27:49,200,0.0,1000.3,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 55
415831,0,5047,0,29,23.45,1.0,2024-10-10 17:27:50,200,0.0,78197.08,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 55
415832,5047,5079,29,29,3000.0,1.0,2024-10-11 09:32:58,401,75197.08,7000.0,SGD,SGD,Mobile Banking,False,Partial loan repayment
415833,5047,5012,29,29,1000.0,1.0,2024-10-11 09:34:04,301,74196.53,7200.0,SGD,SGD,Cash,False,Payment Transfer to Friend
415834,5047,0,29,0,0.55,1.0,2024-10-11 09:34:04,153,74196.53,7200.0,SGD,SGD,Cash,True,Payment Transfer to Friend
415835,5049,5047,33,29,0.3,1.0,2024-10-11 09:38:18,301,999.45,74196.83,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 56
415836,5049,0,33,0,0.55,1.0,2024-10-11 09:38:18,153,999.45,74196.83,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 56
415837,0,5049,0,33,0.3,1.0,2024-10-11 09:38:18,200,0.0,999.75,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 56
415838,0,5047,0,29,22.26,1.0,2024-10-11 09:38:18,200,0.0,74219.09,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 56
415839,0,5080,0,29,0.0,1.0,2024-10-11 17:06:53,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
415840,0,5080,0,29,5000000.0,1.0,2024-10-11 17:14:21,200,0.0,5000000.0,SGD,SGD,Mobile Banking,False,try add through postman after adding timeout logic
415841,4921,4988,29,29,3.0,1.0,2024-10-11 18:18:21,301,10187.78,10011.62,SGD,SGD,Cash,False,just testing
415842,4921,0,29,0,0.05,1.0,2024-10-11 18:18:21,153,10187.78,10011.62,SGD,SGD,Cash,True,just testing
415843,5037,4996,29,29,1.23,1.0,2024-10-11 19:00:37,301,10797.34,9902.31,SGD,SGD,Cash,False,testing
415844,5037,0,29,0,0.05,1.0,2024-10-11 19:00:37,153,10797.34,9902.31,SGD,SGD,Cash,True,testing
415845,5037,4996,29,29,2.0,1.0,2024-10-12 18:27:10,301,10795.29,9904.31,SGD,SGD,Cash,False,testing
415846,5037,0,29,0,0.05,1.0,2024-10-12 18:27:10,153,10795.29,9904.31,SGD,SGD,Cash,True,testing
415847,5037,4996,29,29,15.0,1.0,2024-10-12 18:43:49,301,10780.24,9919.31,SGD,SGD,Cash,False,food
415848,5037,0,29,0,0.05,1.0,2024-10-12 18:43:49,153,10780.24,9919.31,SGD,SGD,Cash,True,food
415849,4905,4909,29,29,10.0,1.0,2024-10-13 14:04:20,301,9792.82,10206.18,SGD,SGD,Cash,False,Test
415850,4905,0,29,0,0.05,1.0,2024-10-13 14:04:20,153,9792.82,10206.18,SGD,SGD,Cash,True,Test
415851,4905,4909,29,29,29.88,1.0,2024-10-13 14:06:38,301,9762.89,10236.06,SGD,SGD,Cash,False,Food
415852,4905,0,29,0,0.05,1.0,2024-10-13 14:06:38,153,9762.89,10236.06,SGD,SGD,Cash,True,Food
415853,4905,4909,29,29,0.1,1.0,2024-10-13 14:22:39,301,9762.74,10236.16,SGD,SGD,Cash,False,testing
415854,4905,0,29,0,0.05,1.0,2024-10-13 14:22:39,153,9762.74,10236.16,SGD,SGD,Cash,True,testing
415855,4905,4909,29,29,10.88,1.0,2024-10-13 15:03:17,301,9751.81,10247.04,SGD,SGD,Cash,False,Testing
415856,4905,0,29,0,0.05,1.0,2024-10-13 15:03:17,153,9751.81,10247.04,SGD,SGD,Cash,True,Testing
415857,5030,5027,29,29,0.1,1.0,2024-10-13 15:30:47,301,9998.47,10001.23,SGD,SGD,Cash,False,test
415858,5030,0,29,0,0.05,1.0,2024-10-13 15:30:47,153,9998.47,10001.23,SGD,SGD,Cash,True,test
415859,5030,5027,29,29,1.23,1.0,2024-10-13 17:37:18,301,9997.19,10002.46,SGD,SGD,Cash,False,test
415860,5030,0,29,0,0.05,1.0,2024-10-13 17:37:18,153,9997.19,10002.46,SGD,SGD,Cash,True,test
415861,5030,5027,29,29,1.23,1.0,2024-10-13 17:37:36,301,9995.91,10003.69,SGD,SGD,Cash,False,test
415862,5030,0,29,0,0.05,1.0,2024-10-13 17:37:36,153,9995.91,10003.69,SGD,SGD,Cash,True,test
415863,4935,4904,29,29,1.23,1.0,2024-10-14 12:16:06,301,9901.09,10097.36,SGD,SGD,Cash,False,help
415864,4935,0,29,0,0.05,1.0,2024-10-14 12:16:06,153,9901.09,10097.36,SGD,SGD,Cash,True,help
415865,5037,4996,29,29,111.0,1.0,2024-10-15 13:51:42,301,10669.19,10030.31,SGD,SGD,Cash,False,Payment Transfer to Friend
415866,5037,0,29,0,0.05,1.0,2024-10-15 13:51:42,153,10669.19,10030.31,SGD,SGD,Cash,True,Payment Transfer to Friend
415867,5037,4996,29,29,20.0,1.0,2024-10-15 15:15:34,301,10649.14,10050.31,SGD,SGD,Cash,False,food
415868,5037,0,29,0,0.05,1.0,2024-10-15 15:15:34,153,10649.14,10050.31,SGD,SGD,Cash,True,food
415869,5037,4996,29,29,2.0,1.0,2024-10-15 17:24:01,301,10647.09,10052.31,SGD,SGD,Cash,False,food
415870,5037,0,29,0,0.05,1.0,2024-10-15 17:24:01,153,10647.09,10052.31,SGD,SGD,Cash,True,food
415871,0,5083,0,29,0.0,1.0,2024-10-16 10:07:15,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
415872,4267,4388,29,29,10.0,0.7628,2024-10-18 23:40:35,301,14347202.06,880.97,SGD,USD,Cash,False,TestTransactionBankId
415873,4267,0,29,0,0.05,1.0,2024-10-18 23:40:35,153,14347202.06,880.97,SGD,SGD,Cash,True,TestTransactionBankId
415874,4267,4388,29,29,10.0,0.7628,2024-10-18 23:42:22,301,14347192.01,888.48,SGD,USD,Cash,False,TestTransactionBankId
415875,4267,0,29,0,0.05,1.0,2024-10-18 23:42:22,153,14347192.01,888.48,SGD,SGD,Cash,True,TestTransactionBankId
415876,4267,4388,29,29,5.0,0.7628,2024-10-18 23:42:51,301,14347186.96,892.24,SGD,USD,Cash,False,TestTransactionBankId
415877,4267,0,29,0,0.05,1.0,2024-10-18 23:42:51,153,14347186.96,892.24,SGD,SGD,Cash,True,TestTransactionBankId
415878,4267,4388,29,29,5.0,0.7628,2024-10-18 23:45:07,301,14347181.91,896.0,SGD,USD,Cash,False,Payment Transfer to Friend
415879,4267,0,29,0,0.05,1.0,2024-10-18 23:45:07,153,14347181.91,896.0,SGD,SGD,Cash,True,Payment Transfer to Friend
415880,4267,4388,29,29,5.0,0.7628,2024-10-18 23:47:08,301,14347176.86,899.76,SGD,USD,Cash,False,Payment Transfer to Friend
415881,4267,0,29,0,0.05,1.0,2024-10-18 23:47:15,153,14347176.86,899.76,SGD,SGD,Cash,True,Payment Transfer to Friend
415882,4267,4388,29,29,10.0,0.7628,2024-10-18 23:49:26,301,14347166.81,907.27,SGD,USD,Cash,False,Payment Transfer to Friend
415883,4267,0,29,0,0.05,1.0,2024-10-18 23:49:26,153,14347166.81,907.27,SGD,SGD,Cash,True,Payment Transfer to Friend
415884,4455,4267,29,29,5.0,1.0,2024-10-19 13:10:49,500,21128.81,14347161.74,SGD,SGD,API,False,Test TransactionBankId
415885,4455,0,29,0,0.56,1.0,2024-10-19 13:10:49,153,21128.81,14347161.74,SGD,SGD,API,False,Test TransactionBankId
415886,4388,4455,29,29,5.0,1.3101,2024-10-19 13:11:29,302,902.22,21135.25,USD,SGD,API,False,Test TransactionBankId
415887,4388,0,29,0,0.05,1.0,2024-10-19 13:11:29,153,902.22,21135.25,USD,USD,API,False,Test TransactionBankId
415888,0,4267,0,29,100.0,1.0,2024-10-19 13:12:41,200,0.0,14347261.74,SGD,SGD,Mobile Banking,False,Test TransactionBankId
415889,4267,0,29,0,5.0,1.0,2024-10-19 13:13:05,100,14347256.74,0.0,SGD,SGD,Mobile Banking,False,Test TransactionBankId
415890,4267,4587,29,29,500.0,1.0,2024-10-19 13:13:26,401,14346756.74,249500.0,SGD,SGD,Mobile Banking,False,Partial loan repayment
415891,0,4267,0,29,100.0,1.0,2024-10-19 13:24:36,200,0.0,14346856.74,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
415892,4267,0,29,0,50.0,1.0,2024-10-19 13:24:52,100,14346806.74,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
415893,4267,0,29,0,10.0,1.0,2024-10-19 13:26:29,100,14346796.74,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
415894,4267,0,29,0,10.0,1.0,2024-10-19 13:27:53,100,14346786.74,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
415895,4267,0,29,0,10.0,1.0,2024-10-19 13:28:23,100,14346776.74,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
415896,4267,0,29,0,10.0,1.0,2024-10-19 13:28:50,100,14346766.74,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
1,0,4267,0,29,200.0,1.0,2023-09-05 00:00:00,200,300.0,300.0,SGD,SGD,Cash,False,Payment Transfer to Friend
5037,0,4415,0,29,8000000.0,1.0,2023-10-17 00:44:54,200,0.0,8000000.0,AFN,AFN,Cash,False,Loan created via API
413679,4267,4458,29,33,20.0,0.7306,2023-10-28 20:49:38,302,5681046.07,14.36,SGD,USD,API,False,Payment Transfer to Friend
413680,4267,0,29,0,0.05,1.0,2023-10-28 20:49:38,153,5681046.07,14.36,SGD,SGD,API,False,Payment Transfer to Friend
413681,4267,4461,29,33,10.0,5.346,2023-10-28 20:51:32,302,5681036.02,52.55,SGD,CNY,API,False,Payment Transfer to Friend
413682,4267,0,29,0,0.05,1.0,2023-10-28 20:51:32,153,5681036.02,52.55,SGD,SGD,API,False,Payment Transfer to Friend
413683,4267,4462,29,29,10.0,5.346,2023-10-28 20:51:47,302,5681025.97,52.55,SGD,CNY,API,False,Payment Transfer to Friend
413684,4267,0,29,0,0.05,1.0,2023-10-28 20:51:47,153,5681025.97,52.55,SGD,SGD,API,False,Payment Transfer to Friend
413685,4267,4455,29,29,5000.0,1.0,2023-10-28 21:44:47,302,5676025.92,5020.0,SGD,SGD,API,False,Payment Transfer to Friend
413686,4267,0,29,0,0.05,1.0,2023-10-28 21:44:49,153,5676025.92,5020.0,SGD,SGD,API,False,Payment Transfer to Friend
413687,4267,4455,29,29,5000.0,1.0,2023-10-28 21:45:17,302,5671025.87,10020.0,SGD,SGD,API,False,Payment Transfer to Friend
413688,4267,0,29,0,0.05,1.0,2023-10-28 21:45:17,153,5671025.87,10020.0,SGD,SGD,API,False,Payment Transfer to Friend
413689,4267,4455,29,29,1.0,1.0,2023-10-28 21:45:27,302,5671024.82,10021.0,SGD,SGD,API,False,Payment Transfer to Friend
413690,4267,0,29,0,0.05,1.0,2023-10-28 21:45:27,153,5671024.82,10021.0,SGD,SGD,API,False,Payment Transfer to Friend
413691,0,4412,0,29,1.05,1.0,2023-10-28 23:12:41,200,0.0,1.1,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
413692,4412,4453,29,33,1.0,1.0,2023-10-28 23:13:38,302,1.0,0.05,SGD,SGD,Cash,True,test
413693,4412,0,29,0,0.05,1.0,2023-10-28 23:13:38,153,1.0,0.05,SGD,SGD,Cash,True,test
413694,0,4412,0,29,1.05,1.0,2023-10-28 23:23:05,200,0.0,1.1,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
413695,4412,4355,29,33,1.0,54.4334,2023-10-28 23:23:36,301,53.62,0.05,SGD,AFN,Cash,True,test
413696,4412,0,29,0,0.05,1.0,2023-10-28 23:23:36,153,53.62,0.05,SGD,SGD,Cash,True,test
413697,4267,4267,29,29,1.0,1.0,2023-10-29 18:04:19,301,5671025.82,5671023.77,SGD,SGD,Cash,True,1
413698,4267,0,29,0,0.05,1.0,2023-10-29 18:04:19,153,5671025.82,5671023.77,SGD,SGD,Cash,True,1
413699,4267,4267,29,29,1.0,1.0,2023-10-29 18:19:33,301,5671025.77,5671023.72,SGD,SGD,Cash,True,1
413721,4388,0,29,0,0.05,1.0,2023-11-03 16:25:38,153,936.64,7.22,SGD,SGD,API,False,Payment Transfer to Friend
413723,4267,0,29,0,0.06,1.0,2023-11-04 22:18:23,153,5669344.31,-1.02,SGD,SGD,API,False,Test
413724,0,4412,0,29,5.25,1.0,2023-11-05 16:16:40,200,0.0,5.3,SGD,SGD,Mobile Banking,False,add for credit transfer
413725,4412,4267,29,29,1.0,1.0,2023-11-05 16:19:23,301,5669344.29,4.25,SGD,SGD,Cash,False,test
413726,4412,0,29,0,0.05,1.0,2023-11-05 16:19:24,153,5669344.29,4.25,SGD,SGD,Cash,True,test
413727,4412,4267,29,29,1.0,1.0,2023-11-05 16:22:39,301,5669345.29,3.2,SGD,SGD,Cash,False,test
413728,4412,0,29,0,0.05,1.0,2023-11-05 16:22:39,153,5669345.29,3.2,SGD,SGD,Cash,True,test
413729,4412,4408,29,29,1.0,1.0,2023-11-05 16:23:28,301,2.0,2.15,SGD,SGD,Cash,False,test
413730,4412,0,29,0,0.05,1.0,2023-11-05 16:23:28,153,2.0,2.15,SGD,SGD,Cash,True,test
413731,4412,4356,29,29,1.0,53.875,2023-11-05 16:24:33,301,106.69,1.1,SGD,AFN,Cash,False,test
413732,4412,0,29,0,0.05,1.0,2023-11-05 16:24:33,153,106.69,1.1,SGD,SGD,Cash,True,test
413733,4412,4453,29,33,1.0,1.0,2023-11-05 16:26:23,302,2.0,0.05,SGD,SGD,Cash,False,test
413734,4412,0,29,0,0.05,1.0,2023-11-05 16:26:23,153,2.0,0.05,SGD,SGD,Cash,True,test
413735,0,4412,0,29,1.05,1.0,2023-11-05 16:28:52,200,0.0,1.1,SGD,SGD,Mobile Banking,False,test for credit transfer
413736,4412,4355,29,33,1.0,53.875,2023-11-05 16:28:57,301,265.18,0.05,SGD,AFN,Cash,False,test
413737,4412,0,29,0,0.05,1.0,2023-11-05 16:28:57,153,265.18,0.05,SGD,SGD,Cash,True,test
413738,0,4412,0,29,50.0,1.0,2023-11-05 16:36:36,200,0.0,50.05,SGD,SGD,Mobile Banking,False,test for credit transfer
413739,4412,4267,29,29,1.0,1.0,2023-11-05 16:37:03,301,5669346.29,49.0,SGD,SGD,Cash,False,demo app test
413740,4412,0,29,0,0.05,1.0,2023-11-05 16:37:03,153,5669346.29,49.0,SGD,SGD,Cash,True,demo app test
413741,0,4499,0,29,0.1,1.0,2023-11-05 22:17:28,204,0.0,0.1,USD,SGD,Cash,False,test
413742,0,4500,0,29,10.0,1.0,2023-11-05 22:28:53,204,0.0,10.0,AED,SGD,Cash,False,testing
413743,0,4501,0,29,0.1,1.0,2023-11-05 22:37:52,204,0.0,0.1,USD,SGD,Cash,False,test
413744,0,4502,0,29,34.0,1.0,2023-11-05 22:38:13,204,0.0,34.0,AED,SGD,Cash,False,test
413745,0,4503,0,29,34.0,1.0,2023-11-05 22:39:15,204,0.0,34.0,AUD,SGD,Cash,False,test
413746,0,4504,0,29,34.0,1.0,2023-11-05 22:39:20,204,0.0,34.0,AWG,SGD,Cash,False,test
413748,4441,0,29,0,0.56,1.0,2023-11-06 21:23:11,153,2580.25,675553.99,SGD,SGD,API,False,Test
413750,4441,0,29,0,0.56,1.0,2023-11-06 23:06:50,153,2580.69,675552.98,SGD,SGD,API,False,Test
413752,4441,0,29,0,0.56,1.0,2023-11-06 23:15:49,153,2581.13,675551.97,SGD,SGD,API,False,Test
413754,4441,0,29,0,0.56,1.0,2023-11-06 23:15:59,153,2581.13,675551.97,SGD,SGD,API,False,Test
413756,4441,0,29,0,0.56,1.0,2023-11-06 23:19:40,153,2581.57,675549.95,SGD,SGD,API,False,Test
413758,4441,0,29,0,0.56,1.0,2023-11-06 23:23:01,153,2582.01,675548.94,SGD,SGD,API,False,Test
413760,4441,0,29,0,0.56,1.0,2023-11-06 23:34:06,153,2582.45,675547.93,SGD,SGD,API,False,Test
413762,4441,0,29,0,0.56,1.0,2023-11-06 23:34:41,153,0.44,675546.92,SGD,SGD,API,False,Test
413764,4441,0,29,0,0.56,1.0,2023-11-06 23:36:20,153,0.44,675545.91,SGD,SGD,API,False,Test
413766,4441,0,29,0,0.56,1.0,2023-11-06 23:39:41,153,2583.77,675544.9,SGD,SGD,API,False,Test
413768,4441,0,29,0,0.56,1.0,2023-11-07 10:16:39,153,2584.21,675543.89,SGD,SGD,API,False,Test
413770,4441,0,29,0,0.56,1.0,2023-11-07 10:22:19,153,2584.65,675542.88,SGD,SGD,API,False,Test
413772,4441,0,29,0,0.56,1.0,2023-11-07 10:23:39,153,2585.09,675541.87,SGD,SGD,API,False,Test
413774,4441,0,29,0,0.56,1.0,2023-11-07 10:24:10,153,2585.53,675540.86,SGD,SGD,API,False,Test
413776,4441,0,29,0,0.56,1.0,2023-11-07 10:31:03,153,2585.97,675539.85,SGD,SGD,API,False,Test
413778,4441,0,29,0,0.56,1.0,2023-11-07 10:34:16,153,2585.97,675539.85,SGD,SGD,API,False,Test
413780,4441,0,29,0,0.56,1.0,2023-11-07 10:37:58,153,2585.97,675539.85,SGD,SGD,API,False,Test
413782,4441,0,29,0,0.56,1.0,2023-11-07 10:41:14,153,2587.29,675536.82,SGD,SGD,API,False,Test
413784,4441,0,29,0,0.56,1.0,2023-11-07 10:42:48,153,2587.73,675535.81,SGD,SGD,API,False,Test
413786,4441,0,29,0,0.56,1.0,2023-11-07 10:46:21,153,2588.17,675534.8,SGD,SGD,API,False,Test
413788,4441,0,29,0,0.56,1.0,2023-11-07 10:46:56,153,2588.61,675533.79,SGD,SGD,API,False,Test
413789,0,4267,0,29,896.15,1.0,2023-11-07 11:04:24,200,0.0,5670242.44,SGD,SGD,Deposit,False,StockSymbol = AAPL
413791,4441,0,29,0,0.56,1.0,2023-11-07 11:29:29,153,2589.05,675532.78,SGD,SGD,API,False,Test
413793,4441,0,29,0,0.56,1.0,2023-11-07 11:32:43,153,2589.49,675531.77,SGD,SGD,API,False,Test
413794,0,4267,0,29,896.15,1.0,2023-11-07 11:35:57,200,0.0,5671138.59,SGD,SGD,Deposit,False,StockSymbol = AAPL
413795,0,4267,0,29,179.23,1.0,2023-11-07 11:43:47,200,0.0,5671317.82,SGD,SGD,Deposit,False,StockSymbol = AAPL
413796,4267,0,29,0,1613.07,1.0,2023-11-07 20:51:19,100,5669704.75,0.0,SGD,SGD,Withdrawal,False,StockSymbol = AAPL
413797,4267,0,29,0,2150.76,1.0,2023-11-07 20:52:29,100,5667553.99,0.0,SGD,SGD,Withdrawal,False,StockSymbol = AAPL
413798,4267,0,29,0,1075.38,1.0,2023-11-07 20:56:00,100,5666478.61,0.0,SGD,SGD,Withdrawal,False,StockSymbol = AAPL
413799,0,4267,0,29,179.23,1.0,2023-11-07 20:56:26,200,0.0,5666657.84,SGD,SGD,Deposit,False,StockSymbol = AAPL
413801,4441,0,29,0,0.56,1.0,2023-11-07 23:27:25,153,2589.93,675530.76,SGD,SGD,API,False,Testing API Demo App
413803,4441,0,29,0,0.56,1.0,2023-11-07 23:27:38,153,2590.37,675529.75,SGD,SGD,API,False,Testing API Demo App
413805,4441,0,29,0,0.56,1.0,2023-11-07 23:32:30,153,2590.81,675528.74,SGD,SGD,API,False,Testing API Demo App
413807,4441,0,29,0,0.56,1.0,2023-11-08 14:26:14,153,2592.25,675526.71,SGD,SGD,API,False,Test from API Demo app
413809,4441,0,29,0,0.56,1.0,2023-11-09 14:24:06,153,2592.69,675525.7,SGD,SGD,API,False,Testing API Demo App
413810,4267,4267,29,29,1.0,1.0,2023-11-10 12:41:21,301,5666658.84,5666656.79,SGD,SGD,Cash,False,1
413811,4267,0,29,0,0.05,1.0,2023-11-10 12:41:21,153,5666658.84,5666656.79,SGD,SGD,Cash,True,1
413812,4267,4267,29,29,100.0,1.0,2023-11-10 12:51:02,301,5666757.79,5666557.74,SGD,SGD,Cash,False,Test 1
413813,4267,0,29,0,0.05,1.0,2023-11-10 12:51:02,153,5666757.79,5666557.74,SGD,SGD,Cash,True,Test 1
413815,4441,0,29,0,0.56,1.0,2023-11-10 16:36:22,153,2593.13,675524.69,SGD,SGD,API,False,Testing API Demo
413816,4388,4267,29,29,9.0,1.0,2023-11-10 16:53:28,301,5666666.74,927.59,SGD,SGD,Cash,False,TestTransactionHistory
413817,4388,0,29,0,0.05,1.0,2023-11-10 16:53:28,153,5666666.74,927.59,SGD,SGD,Cash,True,TestTransactionHistory
413818,4267,4388,29,29,9.0,1.0,2023-11-10 17:01:39,301,936.59,5666657.69,SGD,SGD,Cash,False,Test Transaction History Again
413819,4267,0,29,0,0.05,1.0,2023-11-10 17:01:39,153,936.59,5666657.69,SGD,SGD,Cash,True,Test Transaction History Again
413820,4267,4455,29,29,1.0,1.0,2023-11-11 01:42:33,302,5666656.64,10022.0,SGD,SGD,API,False,test
413821,4267,0,29,0,0.05,1.0,2023-11-11 01:42:33,153,5666656.64,10022.0,SGD,SGD,API,False,test
413822,4267,0,29,0,1.0,1.0,2023-11-11 01:48:07,100,5666655.64,0.0,SGD,SGD,Mobile Banking,False,testing 1
413823,0,4267,0,29,1.0,1.0,2023-11-11 01:51:21,200,0.0,5666656.64,SGD,SGD,Mobile Banking,False,test deposit
413824,4267,0,29,0,1853.25,1.0,2023-11-11 02:19:13,100,5664803.39,0.0,SGD,SGD,Withdrawal,False,StockSymbol = AAPL
413825,4388,4470,29,33,12.0,0.6885,2023-11-11 02:38:08,302,924.54,8.12,SGD,EUR,API,False,Payment Transfer to Friend
413826,4388,0,29,0,0.05,1.0,2023-11-11 02:38:08,153,924.54,8.12,SGD,SGD,API,False,Payment Transfer to Friend
413828,4441,0,29,0,0.56,1.0,2023-11-11 22:07:55,153,2593.57,675523.68,SGD,SGD,API,False,test
413831,4388,0,29,0,2.0,1.0,2023-11-11 22:42:05,100,922.54,0.0,SGD,SGD,Mobile Banking,False,test
413832,4267,4457,29,29,1.0,1.0,2023-11-11 22:43:56,302,5564802.34,1.0,SGD,SGD,API,False,test
413833,4267,0,29,0,0.05,1.0,2023-11-11 22:43:56,153,5564802.34,1.0,SGD,SGD,API,False,test
413834,0,4267,0,29,100000.0,1.0,2023-11-12 22:38:44,200,0.0,5664802.34,SGD,SGD,Mobile Banking,False,test
413835,0,4267,0,29,100000.0,1.0,2023-11-12 22:38:50,200,0.0,5764802.34,SGD,SGD,Mobile Banking,False,test
413836,4267,4388,29,29,3.0,1.0,2023-11-12 23:04:56,301,925.54,5764799.29,SGD,SGD,Cash,False,test
